branch,channel,product_class,orig_vintage,annual_income_usd,purpose,other_debt_usd,requested_usd,employment_status,term_months,note_rate,complexity,file_timing,digital_app,existing_customer,offer_amount,bureau_stars,Number of Inquiries,Number of Trades,borrowers,down_payment_usd,reserves_usd,state_resident,collateral
River Branch,Branch,Student,2023 VY,"$32,500",Purchase,"$9,710","$17,000",Employed,120-month,8.93%,Simple,Late docs,Yes,Yes,9630.87,1 star,1,9,1 borrower,$0,"$4,650",Yes,Auto
North Branch,Branch,HELOC,2022 VY,"$65,200",Purchase,"$8,710","$57,400",Self-employed,180-month,5.90%,Schedule-heavy,Late docs,No,Yes,50103.19,3 stars,1,13,1 borrower,"$5,510","$11,430",No,Real-estate
Harbor Branch,Online,SME,Not Available,"$39,400",Purchase,"$13,580","$74,900",Employed,60-month,9.61%,Schedule-heavy,2-year prior,No,No,52356.18,3 stars,3,6,2 borrowers,$0,"$3,690",Yes,Unsecured
Highland Branch,Branch,SME,2022 VY,"$19,000",Purchase,"$2,570","$89,800",Retired,60-month,8.83%,Schedule-heavy,On time,No,No,28752.74,2 stars,0,3,1 borrower,$0,$420,Yes,Real-estate
North Branch,Branch,Auto,2021 VY,"$59,400",Purchase,"$8,540","$8,100",Self-employed,60-month,4.90%,Simple,Late docs,No,Yes,7992.69,3 stars,10,15,4 borrowers,"$1,350","$9,680",Yes,Real-estate
Central Branch,Branch,Mortgage,2020 VY,"$101,500",Refinance,"$16,550","$2,200",Self-employed,360-month,4.69%,Full-doc,On time,Yes,Yes,2808.14,3 stars,6,19,3 borrowers,$310,"$2,970",Yes,Real-estate
North Branch,Branch,HELOC,2023 VY,"$54,900",Refinance,"$20,760","$36,200",Contract,180-month,7.99%,Schedule-heavy,On time,No,No,27992.61,2 stars,3,7,1 borrower,"$9,140","$6,560",Yes,Real-estate
Harbor Branch,Branch,Student,Not Available,"$37,400",Purchase,"$10,280","$19,800",Employed,120-month,7.69%,Simple,On time,Yes,No,16879.08,3 stars,0,6,2 borrowers,$0,"$7,840",Yes,Unsecured
River Branch,Branch,Mortgage,2019 VY,"$96,900",Purchase,"$23,710","$2,000",Public,360-month,9.83%,Full-doc,On time,No,Yes,2724.75,2 stars,0,20,4 borrowers,$120,"$24,200",Yes,Unsecured
Harbor Branch,Branch,Auto,2023 VY,"$85,000",Refinance,"$29,660","$15,500",Employed,60-month,5.14%,Simple,Late docs,Yes,Yes,12146.46,3 stars,2,17,3 borrowers,"$3,590","$8,940",No,Auto
Harbor Branch,Online,Personal,Not Available,"$58,700",Purchase,"$20,010","$4,600",Self-employed,36-month,14.53%,Simple,On time,Yes,Yes,2709.19,1 star,5,13,2 borrowers,$0,"$1,450",Yes,Unsecured
Delta Branch,Broker,Personal,2019 VY,"$32,800",Purchase,"$7,730","$12,800",Retired,36-month,7.74%,Simple,On time,Yes,No,11464.44,3 stars,6,5,1 borrower,$0,"$4,370",Yes,Auto
Delta Branch,Online,Personal,2020 VY,"$60,200",Purchase,"$19,400","$23,600",Contract,36-month,11.67%,Simple,3-year prior,Yes,Yes,16225.91,3 stars,4,12,1 borrower,$0,"$5,030",Yes,Unsecured
North Branch,Online,Auto,2023 VY,"$71,400",Purchase,"$6,780","$20,300",Public,60-month,9.23%,Simple,On time,Yes,No,13744.88,3 stars,7,10,2 borrowers,"$4,770","$16,090",No,Unsecured
North Branch,Broker,Card,2023 VY,"$43,600",Purchase,"$11,040","$7,700",Employed,24-month,14.71%,Simple,3-year prior,No,No,5591.37,3 stars,9,6,1 borrower,$0,"$8,010",No,Real-estate
Delta Branch,Broker,Mortgage,2019 VY,"$45,900",Purchase,"$2,190","$310,500",Public,180-month,6.62%,Full-doc,Late docs,Yes,Yes,218941.86,3 stars,7,11,2 borrowers,"$42,770","$5,190",Yes,Auto
North Branch,Online,Auto,2023 VY,"$60,000",Purchase,"$9,820","$22,200",Self-employed,60-month,4.69%,Simple,Late docs,No,No,19075.17,3 stars,3,9,2 borrowers,"$2,900","$11,720",Yes,Auto
Harbor Branch,Broker,Personal,2022 VY,"$34,000",Purchase,"$9,170","$12,900",Self-employed,18-month,12.00%,Simple,Late docs,Yes,Yes,9413.18,3 stars,9,9,1 borrower,$0,"$3,350",Yes,Unsecured
Capitol Branch,Broker,Auto,2023 VY,"$80,400",Purchase,"$5,850","$29,100",Employed,60-month,5.49%,Simple,On time,Yes,Yes,28319.07,3 stars,7,15,1 borrower,"$7,840","$11,260",Yes,Auto
Highland Branch,Online,HELOC,2023 VY,"$76,600",Purchase,"$17,100","$64,100",Employed,180-month,5.45%,Schedule-heavy,On time,No,No,56282.84,3 stars,4,10,1 borrower,"$12,280","$17,790",Yes,Real-estate
North Branch,Branch,Auto,2023 VY,"$92,500",Purchase,"$26,080","$24,200",Self-employed,60-month,6.33%,Simple,Late docs,No,No,15250.75,2 stars,4,14,3 borrowers,"$2,950","$6,110",Yes,Auto
Harbor Branch,Branch,Student,2022 VY,"$14,000",Purchase,"$2,170","$17,100",Employed,120-month,6.65%,Simple,Late docs,Yes,No,11474.22,2 stars,7,2,1 borrower,$0,"$1,290",No,Auto
Prairie Branch,Branch,HELOC,2021 VY,"$91,800",Purchase,"$4,150","$48,300",Contract,180-month,5.55%,Schedule-heavy,On time,No,No,42814.15,3 stars,4,12,1 borrower,"$10,190","$20,530",Yes,Auto
Delta Branch,Branch,Personal,2022 VY,"$77,700",Purchase,"$5,600","$18,500",Public,36-month,12.34%,Simple,On time,No,Yes,16040.35,3 stars,2,16,3 borrowers,$0,"$9,810",Yes,Unsecured
Harbor Branch,Online,SME,2020 VY,"$69,900",Refinance,"$10,600","$75,000",Retired,30-month,4.20%,Schedule-heavy,On time,Yes,Yes,54015.92,4 stars,5,14,2 borrowers,$0,"$6,510",Yes,Auto
River Branch,Branch,Card,2023 VY,"$51,000",Purchase,"$18,740","$11,400",Employed,24-month,13.52%,Simple,On time,No,No,10522.24,3 stars,6,8,2 borrowers,$0,"$1,460",Yes,Real-estate
Central Branch,Online,Auto,2020 VY,"$49,900",Purchase,"$17,930","$13,900",Retired,60-month,5.37%,Simple,On time,No,Yes,12171.09,3 stars,1,12,2 borrowers,"$2,350","$5,810",Yes,Auto
Delta Branch,Online,Personal,2022 VY,"$39,700",Purchase,"$6,480","$21,000",Employed,36-month,13.33%,Simple,Late docs,No,Yes,10278.68,1 star,5,9,1 borrower,$0,"$5,360",Yes,Unsecured
Capitol Branch,Broker,Card,2019 VY,"$58,600",Refinance,"$18,540","$9,300",Employed,24-month,13.89%,Simple,Late docs,Yes,No,8825.06,3 stars,2,11,4 borrowers,$0,"$6,650",Yes,Auto
North Branch,Branch,Card,2021 VY,"$29,400",Refinance,"$8,090","$5,300",Public,24-month,14.09%,Simple,On time,Yes,No,3950.99,2 stars,4,6,3 borrowers,$0,"$2,460",Yes,Auto
River Branch,Branch,Mortgage,2021 VY,"$88,400",Refinance,"$37,170","$282,800",Employed,360-month,7.18%,Full-doc,On time,Yes,No,207448.74,2 stars,0,12,1 borrower,"$35,820","$9,270",Yes,Real-estate
North Branch,Online,Mortgage,2023 VY,"$108,500",Purchase,"$7,830","$185,400",Employed,360-month,3.90%,Full-doc,On time,No,Yes,189245.65,4 stars,7,18,1 borrower,"$37,420","$18,200",Yes,Auto
Capitol Branch,Broker,Personal,2023 VY,"$48,100",Purchase,"$12,160","$14,200",Employed,54-month,11.64%,Simple,On time,No,Yes,13243.47,3 stars,5,11,1 borrower,$0,"$10,820",Yes,Unsecured
Highland Branch,Broker,HELOC,2019 VY,"$60,000",Purchase,"$16,190","$45,600",Employed,180-month,9.03%,Schedule-heavy,On time,Yes,Yes,40929.18,4 stars,3,13,2 borrowers,"$3,480","$10,170",Yes,Unsecured
River Branch,Broker,Mortgage,2023 VY,"$125,000",Purchase,"$16,700","$228,800",Public,360-month,4.63%,Full-doc,On time,No,No,213714.82,3 stars,4,17,2 borrowers,"$22,480","$21,080",Yes,Auto
Capitol Branch,Broker,Personal,2023 VY,"$65,100",Purchase,"$4,540","$18,600",Employed,36-month,11.32%,Simple,On time,Yes,Yes,14536.13,3 stars,4,14,2 borrowers,$0,"$13,530",Yes,Unsecured
Central Branch,Branch,SME,2021 VY,"$63,100",Purchase,"$3,950","$100,400",Employed,60-month,6.24%,Schedule-heavy,On time,Yes,Yes,90817.25,3 stars,0,15,4 borrowers,$0,"$3,660",Yes,Auto
Capitol Branch,Branch,Card,2023 VY,"$29,400",Purchase,"$6,920","$4,800",Self-employed,24-month,13.18%,Simple,On time,No,Yes,3788.06,3 stars,4,8,1 borrower,$0,"$2,620",Yes,Real-estate
Harbor Branch,Branch,HELOC,2022 VY,"$61,300",Refinance,"$17,040","$34,400",Employed,180-month,3.90%,Schedule-heavy,On time,Yes,No,33305.98,4 stars,5,9,2 borrowers,"$4,550","$1,940",No,Auto
River Branch,Online,Auto,2020 VY,"$68,900",Purchase,"$20,710","$24,100",Contract,60-month,9.90%,Simple,On time,Yes,No,16931.06,3 stars,2,10,2 borrowers,"$3,810","$6,920",Yes,Unsecured
Delta Branch,Broker,Personal,2022 VY,"$57,000",Purchase,"$4,890","$15,700",Retired,36-month,5.86%,Simple,On time,Yes,No,14349.13,4 stars,3,9,2 borrowers,$0,"$14,230",Yes,Real-estate
North Branch,Branch,Card,2020 VY,"$69,000",Purchase,"$26,150","$6,100",Contract,24-month,12.67%,Simple,On time,Yes,Yes,5605.24,3 stars,2,13,1 borrower,$0,"$6,610",Yes,Auto
Central Branch,Online,Card,2023 VY,"$47,800",Refinance,"$7,080","$12,500",Public,24-month,18.49%,Simple,On time,No,No,5457.27,2 stars,1,7,2 borrowers,$0,"$10,410",Yes,Unsecured
Capitol Branch,Branch,Mortgage,Not Available,"$62,400",Refinance,"$24,250","$308,300",Employed,360-month,8.28%,Full-doc,On time,No,No,203552.18,1 star,7,9,2 borrowers,"$19,260","$2,480",Yes,Auto
River Branch,Branch,SME,2023 VY,"$151,300",Purchase,"$13,490","$66,400",Public,90-month,7.53%,Schedule-heavy,On time,Yes,Yes,51697.81,2 stars,4,23,1 borrower,$0,"$19,020",No,Auto
Harbor Branch,Branch,Mortgage,2022 VY,"$74,300",Refinance,"$25,830","$179,300",Employed,360-month,7.35%,Full-doc,3-year prior,Yes,Yes,133220.42,2 stars,6,15,2 borrowers,"$11,360","$7,490",Yes,Real-estate
Highland Branch,Branch,Auto,2022 VY,"$61,700",Refinance,"$22,650","$20,200",Employed,60-month,10.28%,Simple,On time,Yes,No,13912.95,3 stars,2,8,1 borrower,"$5,100","$4,090",No,Unsecured
Central Branch,Broker,Personal,Not Available,"$24,100",Refinance,"$9,590","$12,400",Self-employed,36-month,11.18%,Simple,On time,Yes,Yes,11226.56,3 stars,5,8,1 borrower,$0,"$2,550",Yes,Unsecured
Delta Branch,Branch,Personal,2021 VY,"$41,700",Refinance,"$15,620","$20,200",Employed,36-month,8.81%,Simple,On time,Yes,No,16994.71,3 stars,0,7,2 borrowers,$0,"$7,080",Yes,Auto
Highland Branch,Broker,Auto,2019 VY,"$78,200",Purchase,"$14,730","$29,600",Public,60-month,8.42%,Simple,Late docs,Yes,No,21525.32,3 stars,6,10,1 borrower,"$2,710","$10,380",Yes,Unsecured
River Branch,Online,HELOC,2022 VY,"$67,900",Refinance,"$22,140","$55,700",Contract,180-month,6.00%,Schedule-heavy,2-year prior,No,Yes,45334.23,3 stars,3,14,2 borrowers,"$5,640","$14,540",Yes,Auto
Central Branch,Branch,Personal,2021 VY,"$66,700",Purchase,"$17,070","$17,300",Retired,36-month,9.40%,Simple,On time,Yes,No,12939.76,3 stars,7,10,2 borrowers,$0,"$15,220",No,Real-estate
Prairie Branch,Branch,Auto,2021 VY,"$14,000",Refinance,"$2,570","$28,300",Employed,60-month,11.16%,Simple,On time,Yes,No,19523.39,2 stars,6,2,1 borrower,"$5,680","$1,830",No,Unsecured
Harbor Branch,Online,Mortgage,2019 VY,"$74,100",Purchase,"$30,150","$244,900",Employed,360-month,3.90%,Full-doc,On time,Yes,Yes,250072.67,4 stars,6,14,1 borrower,"$62,520","$18,210",Yes,Auto
River Branch,Branch,Personal,2022 VY,"$48,900",Refinance,"$7,550","$16,000",Contract,36-month,10.30%,Simple,On time,No,No,9481.71,2 stars,1,7,1 borrower,$0,"$1,790",Yes,Real-estate
Harbor Branch,Broker,Personal,2021 VY,"$83,400",Refinance,"$15,800","$16,900",Employed,36-month,7.84%,Simple,On time,Yes,Yes,17268.41,3 stars,0,15,1 borrower,$0,"$6,970",Yes,Auto
Capitol Branch,Branch,Mortgage,2020 VY,"$54,600",Purchase,"$20,400","$281,000",Self-employed,360-month,6.09%,Full-doc,On time,Yes,Yes,253975.71,3 stars,3,12,2 borrowers,"$34,690","$6,330",Yes,Auto
Harbor Branch,Online,Auto,2019 VY,"$71,400",Refinance,"$11,420","$16,000",Self-employed,30-month,6.54%,Simple,3-year prior,No,No,13177.83,3 stars,2,9,1 borrower,"$3,750","$11,000",Yes,Auto
Prairie Branch,Online,SME,2021 VY,"$157,600",Purchase,"$16,870","$64,800",Retired,90-month,10.25%,Schedule-heavy,2-year prior,Yes,No,39296.56,2 stars,7,23,4 borrowers,$0,"$22,940",Yes,Unsecured
Highland Branch,Branch,Card,2023 VY,"$40,300",Purchase,"$6,840","$7,200",Contract,24-month,16.64%,Simple,On time,No,Yes,6154.44,3 stars,5,10,1 borrower,$0,"$6,070",Yes,Unsecured
River Branch,Branch,Personal,2021 VY,"$45,300",Purchase,"$17,040","$10,500",Employed,36-month,9.50%,Simple,3-year prior,Yes,Yes,7283.8,2 stars,4,10,1 borrower,$0,"$10,240",No,Auto
River Branch,Broker,Card,2023 VY,"$56,700",Refinance,"$19,950","$3,900",Employed,12-month,15.59%,Simple,On time,No,No,3091.92,4 stars,1,10,3 borrowers,$0,"$4,750",Yes,Unsecured
Central Branch,Branch,Card,2023 VY,"$25,900",Purchase,$0,"$9,900",Self-employed,24-month,16.78%,Simple,On time,No,Yes,8209.21,3 stars,2,9,2 borrowers,$0,"$5,380",Yes,Unsecured
Delta Branch,Branch,HELOC,2021 VY,"$75,300",Purchase,"$21,660","$61,700",Employed,180-month,8.42%,Schedule-heavy,Late docs,Yes,No,49613.08,4 stars,4,11,2 borrowers,"$4,870","$11,170",Yes,Unsecured
Prairie Branch,Branch,SME,2023 VY,"$167,400",Purchase,"$41,860","$45,200",Employed,60-month,5.05%,Schedule-heavy,On time,No,No,39766.52,3 stars,2,22,2 borrowers,$0,"$22,230",No,Real-estate
Capitol Branch,Branch,SME,2023 VY,"$133,500",Purchase,"$38,940","$77,800",Employed,60-month,10.95%,Schedule-heavy,On time,Yes,No,58457.69,3 stars,2,19,3 borrowers,$0,"$11,860",Yes,Unsecured
Central Branch,Online,SME,2022 VY,"$102,900",Purchase,"$28,230","$79,500",Employed,60-month,5.38%,Schedule-heavy,On time,No,Yes,71131.32,3 stars,1,17,1 borrower,$0,"$9,250",Yes,Real-estate
Capitol Branch,Online,SME,2019 VY,"$115,100",Refinance,"$45,490","$90,400",Employed,60-month,9.49%,Schedule-heavy,On time,No,No,72063.23,3 stars,0,15,1 borrower,$0,"$12,590",Yes,Unsecured
River Branch,Branch,Personal,2019 VY,"$62,500",Purchase,"$8,930","$8,700",Employed,36-month,8.79%,Simple,On time,No,Yes,6979.6,2 stars,4,15,4 borrowers,$0,"$12,230",No,Auto
Central Branch,Broker,Card,Not Available,"$68,700",Refinance,"$10,050","$4,200",Self-employed,24-month,17.01%,Simple,On time,No,Yes,2907.63,3 stars,7,13,1 borrower,$0,"$8,910",Yes,Unsecured
Prairie Branch,Branch,SME,2023 VY,"$85,000",Purchase,"$21,700","$100,500",Employed,60-month,8.88%,Schedule-heavy,On time,Yes,Yes,83255.15,3 stars,7,16,2 borrowers,$0,"$4,710",No,Unsecured
Delta Branch,Branch,Student,Not Available,"$41,800",Refinance,"$8,600","$8,300",Contract,180-month,5.62%,Simple,On time,Yes,Yes,8002.34,3 stars,7,11,2 borrowers,$0,"$8,140",Yes,Auto
Highland Branch,Online,Auto,2023 VY,"$84,300",Purchase,"$20,040","$20,200",Employed,60-month,5.56%,Simple,On time,Yes,No,18122.48,3 stars,5,12,2 borrowers,"$5,170","$14,550",Yes,Auto
Highland Branch,Broker,Personal,2019 VY,"$64,200",Purchase,"$5,070","$12,400",Public,36-month,11.60%,Simple,Late docs,No,No,8613.43,3 stars,5,10,2 borrowers,$0,"$15,300",Yes,Unsecured
Capitol Branch,Branch,Mortgage,2023 VY,"$65,000",Purchase,"$4,310","$229,600",Employed,360-month,7.21%,Full-doc,On time,No,No,197245.49,3 stars,0,12,4 borrowers,"$27,230","$9,210",No,Auto
Capitol Branch,Branch,Mortgage,2022 VY,"$59,400",Purchase,"$24,220","$261,200",Self-employed,360-month,4.11%,Full-doc,On time,No,No,265962.6,4 stars,1,8,1 borrower,"$53,480","$10,130",Yes,Auto
River Branch,Online,Mortgage,2023 VY,"$81,500",Purchase,"$5,510","$374,300",Employed,360-month,9.39%,Full-doc,Late docs,Yes,No,241214.8,3 stars,7,12,2 borrowers,"$80,520","$10,620",Yes,Unsecured
Harbor Branch,Online,Auto,2019 VY,"$59,200",Refinance,"$15,530","$9,700",Employed,60-month,3.90%,Simple,Late docs,Yes,No,10756.34,4 stars,8,9,2 borrowers,"$1,160","$10,450",Yes,Auto
North Branch,Branch,Auto,2021 VY,"$22,600",Purchase,"$7,360","$28,700",Employed,60-month,10.80%,Simple,On time,No,No,21257.57,3 stars,7,3,1 borrower,"$3,760","$2,720",Yes,Unsecured
Capitol Branch,Branch,Mortgage,2023 VY,"$107,800",Purchase,"$5,040","$29,000",Public,360-month,4.85%,Full-doc,Late docs,No,No,24639.94,3 stars,8,16,3 borrowers,"$2,490","$5,570",Yes,Auto
Highland Branch,Online,Auto,2023 VY,"$83,700",Purchase,"$9,600","$32,700",Public,60-month,12.24%,Simple,Late docs,Yes,No,19368.74,2 stars,2,11,1 borrower,"$6,100","$20,670",Yes,Unsecured
North Branch,Branch,Ag,2022 VY,"$89,300",Refinance,"$16,150","$18,500",Employed,84-month,3.90%,Schedule-heavy,On time,Yes,Yes,16950.38,4 stars,7,16,1 borrower,$0,"$16,580",Yes,Auto
North Branch,Branch,Personal,2021 VY,"$39,800",Purchase,"$10,680","$25,900",Employed,36-month,13.93%,Simple,Late docs,Yes,No,14280.46,2 stars,3,7,3 borrowers,$0,"$6,370",Yes,Unsecured
Prairie Branch,Branch,Auto,2021 VY,"$42,100",Purchase,"$6,300","$19,000",Contract,60-month,5.65%,Simple,Late docs,Yes,Yes,18280.27,3 stars,3,12,3 borrowers,"$5,300","$5,500",Yes,Auto
Prairie Branch,Branch,Auto,Not Available,"$64,000",Purchase,"$17,110","$31,900",Self-employed,60-month,7.24%,Simple,On time,No,Yes,31636.27,3 stars,6,13,1 borrower,"$2,890","$11,750",No,Auto
Central Branch,Branch,Mortgage,2022 VY,"$87,100",Purchase,"$10,900","$331,100",Employed,360-month,4.31%,Full-doc,On time,Yes,No,298413.55,3 stars,1,12,2 borrowers,"$77,180","$4,280",Yes,Real-estate
Delta Branch,Broker,Mortgage,2022 VY,"$106,200",Purchase,"$3,920","$203,300",Contract,360-month,6.63%,Full-doc,Late docs,Yes,Yes,156675.81,2 stars,3,18,1 borrower,"$53,560","$10,090",Yes,Auto
North Branch,Online,SME,2022 VY,"$137,100",Purchase,"$3,500","$74,300",Employed,60-month,7.10%,Schedule-heavy,3-year prior,Yes,Yes,53214.52,2 stars,6,22,1 borrower,$0,"$6,670",No,Real-estate
Central Branch,Online,Card,2022 VY,"$74,700",Purchase,"$12,380","$5,700",Self-employed,24-month,17.30%,Simple,On time,Yes,Yes,3454.86,3 stars,7,14,1 borrower,$0,"$3,660",Yes,Unsecured
North Branch,Broker,Auto,2022 VY,"$35,400",Purchase,"$8,020","$28,100",Employed,30-month,7.64%,Simple,Late docs,No,Yes,22857.4,4 stars,10,11,3 borrowers,"$3,520",$880,Yes,Unsecured
Capitol Branch,Branch,SME,2022 VY,"$120,000",Purchase,"$48,010","$72,400",Employed,60-month,9.57%,Schedule-heavy,Late docs,Yes,No,47245.25,3 stars,4,16,1 borrower,$0,"$23,260",Yes,Unsecured
Highland Branch,Branch,Personal,2023 VY,"$45,500",Purchase,"$2,810","$10,000",Employed,36-month,11.26%,Simple,Late docs,Yes,No,7510.11,1 star,4,6,1 borrower,$0,"$3,290",Yes,Auto
Harbor Branch,Broker,Auto,2023 VY,"$56,000",Refinance,"$10,960","$26,100",Contract,60-month,5.35%,Simple,3-year prior,Yes,No,20661.42,3 stars,7,9,2 borrowers,"$7,300","$11,840",Yes,Auto
Highland Branch,Branch,Mortgage,Not Available,"$119,700",Purchase,"$31,600","$164,600",Employed,360-month,6.69%,Full-doc,On time,No,No,123398.24,2 stars,2,15,1 borrower,"$22,420","$27,290",Yes,Real-estate
Central Branch,Online,Personal,2022 VY,"$69,500",Purchase,"$21,360","$12,400",Contract,36-month,7.96%,Simple,On time,No,No,11372.4,3 stars,0,9,1 borrower,$0,"$4,080",No,Auto
Prairie Branch,Online,SME,2022 VY,"$172,900",Purchase,"$48,080","$88,200",Contract,30-month,5.92%,Schedule-heavy,On time,Yes,No,82058.43,3 stars,4,22,1 borrower,$0,"$31,650",Yes,Auto
Prairie Branch,Branch,SME,2023 VY,"$129,200",Purchase,"$5,780","$65,900",Contract,90-month,7.88%,Schedule-heavy,On time,Yes,Yes,57894.3,3 stars,5,22,2 borrowers,$0,"$16,260",Yes,Unsecured
Harbor Branch,Branch,Student,2023 VY,"$27,000",Refinance,"$7,770","$14,900",Employed,60-month,8.32%,Simple,On time,Yes,No,14012.62,4 stars,7,5,2 borrowers,$0,"$6,250",Yes,Unsecured
Central Branch,Branch,Mortgage,2022 VY,"$83,900",Purchase,"$12,360","$368,900",Employed,180-month,8.12%,Full-doc,Late docs,Yes,Yes,260118.32,2 stars,4,16,2 borrowers,"$37,940","$11,030",Yes,Real-estate
Harbor Branch,Branch,SME,2023 VY,"$31,900",Purchase,"$11,040","$78,900",Employed,60-month,9.34%,Schedule-heavy,2-year prior,Yes,Yes,40839.28,3 stars,6,8,1 borrower,$0,"$3,420",Yes,Unsecured
Harbor Branch,Branch,Auto,2023 VY,"$84,800",Purchase,"$10,900","$19,200",Self-employed,90-month,8.52%,Simple,On time,No,No,16489.08,4 stars,4,11,1 borrower,"$1,350","$7,440",No,Unsecured
Capitol Branch,Branch,Personal,2023 VY,"$46,200",Purchase,"$14,150","$13,100",Public,36-month,9.20%,Simple,Late docs,No,Yes,9927.49,2 stars,8,11,2 borrowers,$0,"$10,530",Yes,Real-estate
Harbor Branch,Online,Personal,2023 VY,"$61,100",Refinance,"$15,930","$16,200",Employed,18-month,10.46%,Simple,On time,Yes,No,13497.99,2 stars,3,8,1 borrower,$0,"$4,400",Yes,Real-estate
Prairie Branch,Broker,SME,2021 VY,"$140,600",Purchase,"$40,260","$54,200",Public,60-month,7.21%,Schedule-heavy,On time,Yes,No,47073.49,3 stars,5,18,1 borrower,$0,"$29,580",Yes,Auto
Prairie Branch,Online,Ag,2022 VY,"$34,600",Purchase,"$4,720","$74,700",Employed,84-month,9.09%,Schedule-heavy,On time,Yes,Yes,64649.29,3 stars,7,9,1 borrower,$0,"$2,240",Yes,Unsecured
River Branch,Branch,Personal,2022 VY,"$35,400",Refinance,"$8,950","$15,300",Employed,18-month,10.35%,Simple,On time,Yes,No,12079.5,2 stars,7,5,1 borrower,$0,"$5,950",Yes,Real-estate
Harbor Branch,Branch,Mortgage,2019 VY,"$141,500",Refinance,"$45,980","$89,800",Employed,360-month,8.97%,Full-doc,On time,Yes,No,71247.36,3 stars,3,18,1 borrower,"$13,580","$17,510",Yes,Unsecured
Harbor Branch,Branch,Student,2023 VY,"$30,600",Purchase,"$6,100","$29,300",Contract,120-month,9.16%,Simple,Late docs,Yes,No,15154.25,1 star,6,6,3 borrowers,$0,"$1,350",Yes,Auto
River Branch,Branch,HELOC,2022 VY,"$71,700",Purchase,"$12,430","$83,100",Employed,180-month,7.77%,Schedule-heavy,On time,No,Yes,77205.49,4 stars,4,14,2 borrowers,"$13,890","$3,510",Yes,Unsecured
Harbor Branch,Broker,Mortgage,2020 VY,"$88,000",Purchase,"$8,410","$172,800",Employed,360-month,5.50%,Full-doc,On time,Yes,No,155872.68,3 stars,0,13,2 borrowers,"$20,000","$7,460",No,Real-estate
Delta Branch,Branch,SME,2023 VY,"$158,900",Refinance,"$23,180","$51,600",Contract,60-month,3.90%,Schedule-heavy,On time,No,No,53383.39,4 stars,1,20,1 borrower,$0,"$31,200",Yes,Real-estate
Capitol Branch,Branch,SME,2023 VY,"$152,000",Refinance,"$52,030","$91,800",Self-employed,30-month,6.28%,Schedule-heavy,On time,Yes,No,85325.37,3 stars,5,21,2 borrowers,$0,"$28,520",Yes,Auto
River Branch,Broker,HELOC,2023 VY,"$46,900",Purchase,"$7,480","$27,600",Employed,180-month,9.45%,Schedule-heavy,3-year prior,Yes,Yes,19349.4,2 stars,3,11,2 borrowers,"$1,990","$3,150",Yes,Unsecured
River Branch,Branch,Personal,2022 VY,"$81,400",Refinance,"$25,570","$20,700",Employed,36-month,9.91%,Simple,2-year prior,Yes,No,13162.84,2 stars,4,13,3 borrowers,$0,"$10,540",Yes,Auto
River Branch,Branch,Card,2023 VY,"$72,400",Purchase,"$25,330","$6,700",Employed,24-month,16.63%,Simple,On time,No,No,4458.24,3 stars,3,10,1 borrower,$0,"$3,060",Yes,Unsecured
Harbor Branch,Branch,Personal,2022 VY,"$49,300",Purchase,"$15,420","$21,900",Employed,36-month,7.53%,Simple,On time,Yes,Yes,18637.58,3 stars,3,12,2 borrowers,$0,"$9,100",No,Real-estate
Harbor Branch,Online,HELOC,2022 VY,"$54,600",Purchase,"$14,560","$39,100",Employed,270-month,8.87%,Schedule-heavy,On time,Yes,No,34201.84,4 stars,6,7,1 borrower,"$6,630","$11,050",Yes,Unsecured
North Branch,Online,Personal,2019 VY,"$71,000",Refinance,"$17,780","$13,500",Self-employed,18-month,14.30%,Simple,On time,No,No,7979.4,2 stars,2,10,2 borrowers,$0,"$16,010",Yes,Unsecured
Harbor Branch,Branch,Personal,2023 VY,"$60,600",Purchase,"$13,460","$20,200",Employed,36-month,5.93%,Simple,On time,No,No,18743.34,4 stars,6,10,3 borrowers,$0,"$13,560",Yes,Auto
Prairie Branch,Broker,Personal,2023 VY,"$25,800",Purchase,"$3,160","$12,400",Self-employed,36-month,7.29%,Simple,On time,No,No,13374.67,4 stars,6,5,2 borrowers,$0,"$2,520",Yes,Auto
Prairie Branch,Broker,Mortgage,2022 VY,"$84,600",Purchase,"$30,750","$262,900",Employed,360-month,6.52%,Full-doc,On time,Yes,No,217758.98,3 stars,7,12,2 borrowers,"$35,410","$6,640",Yes,Real-estate
River Branch,Broker,Auto,2022 VY,"$120,500",Refinance,"$47,450","$30,400",Employed,60-month,6.56%,Simple,On time,Yes,No,27506.72,4 stars,6,18,3 borrowers,"$5,080","$27,260",Yes,Unsecured
Prairie Branch,Branch,Personal,2023 VY,"$52,300",Refinance,"$10,320","$11,300",Employed,36-month,11.16%,Simple,On time,No,No,9712.99,2 stars,4,9,3 borrowers,$0,"$2,800",Yes,Real-estate
North Branch,Branch,Mortgage,2023 VY,"$68,300",Purchase,"$25,980","$134,000",Employed,360-month,9.59%,Full-doc,On time,Yes,Yes,109460.59,3 stars,2,13,1 borrower,"$23,370","$2,300",Yes,Unsecured
North Branch,Broker,Auto,2021 VY,"$37,800",Purchase,"$15,630","$10,800",Employed,60-month,11.02%,Simple,On time,Yes,Yes,6236.74,2 stars,6,9,1 borrower,"$2,530","$3,490",Yes,Unsecured
